country,sor_code,description,unit,published_unit,rate_2026,currency,section,source
IN,13.101.1,Painting with acid proof paint (One or more coats on old work),m2,sqm,112.82,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.102.1,Painting with black anti-corrosive bitumastic paint (One or more coats on old work),m2,sqm,95.27,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.103.1,French spirit polishing (One or more coats on old work),m2,sqm,229.23,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.104.1,Polishing on wood work with ready made wax polish (Old work),m2,sqm,102.56,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.106,Painting with black Japan paint,m2,sqm,97.18,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.107.1,Providing and fixing C.P. brass chain and rubber plug (32 mm dia),item,each,94.46,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.107.2,Providing and fixing C.P. brass chain and rubber plug (40 mm dia),item,each,94.46,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.108.1,"Distempering with 1st quality acrylic distemper (Old work, one or more coats)",m2,sqm,62.57,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.109.1,"Finishing walls with water proofing cement paint (Old work, one or more coats over priming coat)",m2,sqm,116.41,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.109.2,"Finishing walls with water proofing cement paint (Old work, one or more coats)",m2,sqm,78.2,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.110.1,"Finishing walls with textured exterior paint (Old work, Two or more coats)",m2,sqm,236.64,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.110.2,"Finishing walls with textured exterior paint (Old work, One or more coats)",m2,sqm,146.96,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.111.1,"Finishing walls with Acrylic Smooth exterior paint (Old work, Two or more coat)",m2,sqm,137.99,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.111.2,"Finishing walls with Acrylic Smooth exterior paint (Old work, One or more coat)",m2,sqm,92.42,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.112.1,"Finishing walls with Premium Acrylic Smooth exterior paint with Silicone additives (Old work, Two or more coats)",m2,sqm,134.28,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.112.2,"Finishing walls with Premium Acrylic Smooth exterior paint with Silicone additives (Old work, one or more coats)",m2,sqm,91.62,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.113.1,Varnishing with varnish (One or more coats with copal varnish),m2,sqm,98.23,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.113.2,Varnishing with varnish (One or more coats with spar varnish),m2,sqm,98.72,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.114,Melamine polishing on wood work (one or more coat),m2,sqm,146.34,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.115,Varnishing with flatting varnish one or more coats on old work,m2,sqm,102.56,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.116,Polishing in high gloss/matt finish melamine clear polish on wood work,m2,sqm,1429.86,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.18,Neat cement punning,m2,sqm,83.83,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.33.1,Pointing on stone work with cement mortar 1:3 (Flush/ Ruled pointing),m2,sqm,394.85,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.33.2,Pointing on stone work with cement mortar 1:3 (Raised and cut pointing),m2,sqm,717.44,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.34,Raised and cut pointing on stone work in white cement mortar 1:3,m2,sqm,738.89,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.35.1,Pointing on stone slab ceiling with cement mortar 1:2 (Flush/ Ruled pointing),m2,sqm,219.89,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.36,Extra for pointing on walls on the outside at height more than 10 m from ground level for every additional height of 3 m or part there of,m2,sqm,9.4,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.37.1,"White washing with lime to give an even shade (New work, three or more coats)",m2,sqm,40.12,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.38,Satna lime wash on walls with one coat,m2,sqm,16.2,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.39.1,"Colour washing such as green, blue or buff to give an even shade (New work, two or more coats with a base coat of white washing with lime)",m2,sqm,54.71,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.39.2,"Colour washing such as green, blue or buff to give an even shade (New work, two or more coats with a base coat of whiting)",m2,sqm,54.16,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.41.1,"Distempering with oil bound washable distemper (New work, two or more coats over and including water thinnable priming coat with cement primer)",m2,sqm,200.98,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.42.1,Distempering with 1st quality acrylic distemper (Two or more coats on new work),m2,sqm,114.68,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.43.1,Applying one coat of water thinnable cement primer on wall surface,m2,sqm,79.69,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.44.1,"Finishing walls with water proofing cement paint (New work, Two or more coats applied @ 3.84 kg/10 sqm)",m2,sqm,120.67,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.45.1,"Finishing walls with textured exterior paint (New work, Two or more coats applied @ 3.28 ltr/10 sqm over and including priming coat of exterior primer applied @ 2.20kg/10 sqm)",m2,sqm,302.92,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.46.1,"Finishing walls with Acrylic Smooth exterior paint (New work, Two or more coat applied @ 1.67 ltr/10 sqm over and including priming coat of exterior primer applied @ 2.20 kg/10 sqm)",m2,sqm,206.3,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.47.1,"Finishing walls with Premium Acrylic Smooth exterior paint with Silicone additives (New work, Two or more coats applied @ 1.43 ltr/10 sqm over and including priming coat of exterior primer applied @ 2.20 kg/10 sqm)",m2,sqm,200.73,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.48.1,Finishing with Deluxe Multi surface paint system (Two or more coats applied on walls @ 1.25 ltr/10 sqm over and including one coat of Special primer applied @ 0.75 ltr/10 sqm),m2,sqm,196.53,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.48.2,Painting wood work with Deluxe Multi Surface Paint (Two or more coat applied @ 0.90 ltr/10 sqm over an under coat of primer applied @0.75 ltr/10 sqm),m2,sqm,179.16,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.48.3,Painting Steel work with Deluxe Multi Surface Paint (Two or more coat applied @ 0.90 ltr/ 10 sqm over an under coat of primer applied @ 0.80 ltr/ 10 sqm),m2,sqm,173.16,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.48A.1,"Finishing walls with 100% Premium acrylic emulsion paint (New work, Two or more coats applied @ 1.43 litre/ 10 sqm. Over and including priming coat of exterior primer applied @ 0.90 litre/10 sqm)",m2,sqm,190.97,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.50.1,Applying priming coat with ready mixed pink or Grey primer on wood work,m2,sqm,75.98,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.50.2,Applying priming coat with ready mixed aluminium primer on resinous wood and plywood,m2,sqm,77.83,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.50.3,Applying priming coat with ready mixed red oxide zinc chromate primer on steel galvanised iron/ steel works,m2,sqm,68.62,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.50.4,Applying priming coat with ready mixed red oxide zinc chromate primer on steel work (second coat),m2,sqm,36.78,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.51.1,Painting with silicon & acrylic emulsion based water thinnable sealer (One coat),m2,sqm,103.24,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.51.2,Painting with silicon & acrylic emulsion based water thinnable sealer (Two coats),m2,sqm,164.01,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.52.1,Finishing with Epoxy paint (On steel work),m2,sqm,249.38,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.53.1,Painting on G.S. sheet with synthetic enamel paint (New work),m2,sqm,185.71,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.54.1,Applying a coat of mordant solution on G.S. sheet (With a solution of 38 gms of copper acetate in a litre of soft water),m2,sqm,65.16,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.54.2,Applying a coat of mordant solution on G.S. sheet (With a solution made of 13 gms of hydrochloric acid...),m2,sqm,64.91,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.57.1,"Painting with oil type wood preservative (New work, two or more coats)",m2,sqm,58.23,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.58,Providing and applying two coats of fire retardant paint on cleaned wood / ply surface,m2,sqm,353.36,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.59,Coal tarring two coats on new work,m2,sqm,68.68,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.60.1,Wall painting with acrylic emulsion paint (Two or more coats on new work),m2,sqm,170.44,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.61.1,Painting with synthetic enamel paint (Two or more coats on new work),m2,sqm,162.53,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.62.1,Painting with synthetic enamel paint of required colour (Two or more coats on new work over an under coat of suitable shade with ordinary paint),m2,sqm,236.64,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.63.1,Painting with aluminium paint (Two or more coats on new work),m2,sqm,172.17,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.64.1,Painting with acid proof paint (Two or more coats on new work),m2,sqm,172.17,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.65.1,Painting with black anti-corrosive bitumastic paint (Two or more coats on new work),m2,sqm,142.31,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.67.1,Varnishing with varnish (Two or more coats of glue sizing with copal varnish over an under coat of flatting varnish),m2,sqm,244.06,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.67.2,Varnishing with varnish (Two or more coats glue sizing with spar varnish or an under coat of flatting varnish),m2,sqm,245.05,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.68.1,French spirit polishing (Two or more coats on new works including a coat of wood filler),m2,sqm,455.37,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.69.1,Polishing on wood work with ready mixed wax polish (New work),m2,sqm,202.96,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.76,Forming groove of uniform size from 12x12 mm and upto 25x15 mm,m,metre,109.67,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.80,Providing and applying white cement based putty of average thickness 1 mm,m2,sqm,153.13,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.81.1,Distempering with 1st quality acrylic distemper (One coat),m2,sqm,67.69,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.81.2,Distempering with 1st quality acrylic distemper (Two coats),m2,sqm,111.34,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.82.1,Wall painting with acrylic emulsion paint (One coat),m2,sqm,96.44,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.82.2,Wall painting with acrylic emulsion paint (Two coats),m2,sqm,143.48,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.83.1,Wall painting with premium acrylic emulsion paint of interior grade (One coat),m2,sqm,99.22,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.83.2,Wall painting with premium acrylic emulsion paint of interior grade (Two coats),m2,sqm,150.28,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.85.1,Applying priming coats with primer (With ready mixed pink or grey primer on wood work),m2,sqm,75.98,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.85.3,Applying priming coats with primer (With water thinnable cement primer on wall surface),m2,sqm,79.69,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.87.1,"White washing with lime (Old work, two or more coats)",m2,sqm,23.49,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.87.2,"White washing with lime (Old work, one or more coats)",m2,sqm,14.34,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.88,Removing white or colour wash by scrapping and sand papering,m2,sqm,20.22,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.90.1,"Distempering with 1st quality acrylic distemper (Old work, one or more coats)",m2,sqm,70.23,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.91,"Removing dry or oil bound distemper, water proofing cement paint and the like",m2,sqm,25.78,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.92.1,"Painting on G.S. sheet with synthetic enamel paint (Old work, one or more coats)",m2,sqm,95.45,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.97.1,"Painting with oil type wood preservative (Old work, one or more coats)",m2,sqm,44.26,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.98.1,Wall painting with plastic emulsion paint (One or more coats on old work),m2,sqm,112.33,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,13.99.1,Painting with synthetic enamel paint (One or more coats on old work),m2,sqm,107.01,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.10,Refixing old glass panes with putty and nails,m2,sqm,745.61,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.11,Fixing old glass panes with wooden fillets (excluding cost of fillets),m2,sqm,693.13,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.12,Providing and fixing 16 mm M.S. Fan clamps in existing R.C.C. slab,item,each,579.13,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.14,Replacing sand stone slabs in roofing,m2,sqm,1358.99,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.15,Renewing wooden battens in roofs,m3,cum,114013,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.16.1.1,"Renewing wooden beams in roofs (Sal wood, not exceeding 4.00 metres)",m3,cum,119609.9,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.16.1.2,"Renewing wooden beams in roofs (Hollock wood, not exceeding 4.00 metres)",m3,cum,78188.58,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.16.2.1,"Renewing wooden beams in roofs (Sal wood, above 4.00 metres and upto 5.00 metres)",m3,cum,122418.19,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.16.2.2,"Renewing wooden beams in roofs (Hollock wood, above 4.00 metres and upto 5.00 metres)",m3,cum,80989.9,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.17,Raking out joints in lime or cement mortar and preparing the surface,m2,sqm,73.88,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.19,Taking out wind ties from roof,t,kg,0.0055,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.2.1,Fixing chowkhats in existing opening (Door chowkhats),item,each,1861.15,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.2.2,Fixing chowkhats in existing opening (Window chowkhats),item,each,1172.17,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.2.3,Fixing chowkhats in existing opening (Clerestory window chowkhats),item,each,881.37,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.21,Renewing bottom rail and/or top runner of collapsible gate,t,kg,0.3043,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.24,Mud mortar made with local clay good earth,m3,cum,1017.74,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.28.1,Providing and fixing brass curtain rods (20 mm diameter),m,metre,364.99,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.28.2,Providing and fixing brass curtain rods (25 mm diameter),m,metre,447.7,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.29,Providing and fixing M.S. round or square bars with M.S. flats in wooden frames,t,kg,0.1233,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.30.1,Providing joists (karires) (Sal wood),m3,cum,112693.6,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.30.2,Providing joists (karires) (Hollock wood),m3,cum,71691.91,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.31.1,Providing and fixing bright finished brass single acting spring hinges (150 mm),item,each,806.63,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.31.2,Providing and fixing bright finished brass single acting spring hinges (125 mm),item,each,575.05,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.31.3,Providing and fixing bright finished brass single acting spring hinges (100 mm),item,each,510.57,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.32.1,Providing and fixing bright finished brass double acting spring hinges (150 mm),item,each,897.63,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.32.2,Providing and fixing bright finished brass double acting spring hinges (125 mm),item,each,765.27,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.32.3,Providing and fixing bright finished brass double acting spring hinges (100 mm),item,each,742.15,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.33.1,Providing and fixing bright finished brass flush bolts (250 mm),item,each,285.3,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.33.2,Providing and fixing bright finished brass flush bolts (150 mm),item,each,247.96,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.33.3,Providing and fixing bright finished brass flush bolts (100 mm),item,each,181.81,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.34,Providing and fixing 150 mm bright finished floor brass door stopper,item,each,288.21,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.35.1,Providing and fixing bright finished brass hard drawn hooks and eyes (300 mm),item,each,107.38,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.35.2,Providing and fixing bright finished brass hard drawn hooks and eyes (250 mm),item,each,103.05,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.35.3,Providing and fixing bright finished brass hard drawn hooks and eyes (200 mm),item,each,92.48,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.35.4,Providing and fixing bright finished brass hard drawn hooks and eyes (150 mm),item,each,74.25,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.35.5,Providing and fixing bright finished brass hard drawn hooks and eyes (100 mm),item,each,65.16,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.36,Providing and fixing bright finished brass fan light pivot,item,each,49.7,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.37,Providing and fixing 300 mm long bright finished brass chain with hook for fan light,item,each,79.44,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.38,Providing and fixing bright finished brass quadrant stay 300 mm long,item,each,201.84,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.39,Providing and fixing bright finished brass helical door spring (superior quality),item,each,572.14,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.40,Providing and fixing chromium plated brass butt hinges,item,each,212.91,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.40.1,Providing and fixing chromium plated brass butt hinges (125x70x4 mm ordinary type),item,each,182.62,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.40.2,Providing and fixing chromium plated brass butt hinges (100x70x4 mm ordinary type),item,each,203.02,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.40.3,Providing and fixing chromium plated brass butt hinges (75x65x4 mm heavy type),item,each,122.9,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.40.4,Providing and fixing chromium plated brass butt hinges (75x40x2.5 mm ordinary type),item,each,51.06,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.41,Providing and fixing 85x42 mm chromium plated brass pull bolt lock,item,each,316.27,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.5.1,"Renewing glass panes, with putty and nails (Float glass panes 4 mm)",m2,sqm,1164.63,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.5.2,"Renewing glass panes, with putty and nails (Float glass panes 5 mm)",m2,sqm,1539.51,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.6.1,"Renewing glass panes, with wooden fillets (Float glass panes 4 mm)",m2,sqm,1670.56,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.6.2,"Renewing glass panes, with wooden fillets (Float glass panes 5 mm)",m2,sqm,2045.38,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.7.1,Renewing glass panes and refining existing wooden fillets (Float glass panes 4 mm),m2,sqm,1304.65,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.7.2,Renewing glass panes and refining existing wooden fillets (Float glass panes 5 mm),m2,sqm,1679.47,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.72,Providing and fixing double scaffolding system (cup lock type),m2,sqm,117.46,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.73,Providing and fixing bright finished brass casement window fasteners or peg stays,t,kg,0.5988,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.74,Providing and fixing 14mm bright finished brass spring catch to steel centre hung ventilators,item,each,73.44,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.76,Cleaning and desilting of gully trap chamber,item,each,110.6,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.77,Cleaning of chocked sewer line by diesel running vehicle mounting hydraulic operated high pressure suction cum jetting sewer cleaning machine,m,metre,353.49,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.78,"Cleaning of under ground sump, Over Head R.C.C. Tank",m2,sqm,88.16,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.79,Disconnecting damaged overhead/terrace PVC water storage tank,item,each,442.08,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.8.1,Supplying and fixing new wooden fillets (2nd class teak wood fillets),m,metre,81.67,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.8.2,Supplying and fixing new wooden fillets (Hollock wood fillets),m,metre,73.38,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.82,Dismantling W.C. Pan of all sizes,item,each,136.87,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.83,Hacking of CC flooring including cleaning for surface,m2,sqm,3.52,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.86,Providing and laying in situ seven course water proofing treatment with APP modified Polymeric memberane over roof,m2,sqm,760.39,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.9,Renewal of old putty of glass panes (length),m,metre,57.37,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.93,Providing round the clock security guard without gun for watch & ward of Government premises,item,each job,1331.97,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,14.94,Providing round the clock security guard with gun for watch & ward of Government premises,item,each job,1446.15,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.10.1,Dismantling dressed stone work (In lime mortar),m3,cum,1492.64,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.10.2,Dismantling dressed stone work (In cement mortar),m3,cum,2933.11,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.11.1,Removing mortar from and cleaning stones (In lime mortar),m3,cum,487.7,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.11.2,Removing mortar from and cleaning stones (In cement mortar),m3,cum,702.46,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.14.1,"Dismantling wood work in frames, trusses, purlins and rafters (Of sectional area 40 sq cm and above)",m3,cum,4543.15,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.14.2,"Dismantling wood work in frames, trusses, purlins and rafters (Of sectional area below 40 sq cm)",m,metre,18.18,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.17.1,Dismantling steel work in single sections (R.S. Joists),t,kg,0.0035,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.17.2,"Dismantling steel work in single sections (Channels, angles, tees and flats)",t,kg,0.0024,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.18,Dismantling steel work in built up sections,t,kg,0.0057,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.19,Dismantling steel work manually/ by mechanical means in built up sections without dismembering,t,kg,0.004,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.22,Extra for marking of structural steel work required to be re-erected,t,kg,0.0047,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.23.1,Dismantling tile work in floors and roofs laid in cement mortar (For thickness of tiles 10mm to 25mm),m2,sqm,74.8,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.23.2,Dismantling tile work in floors and roofs laid in cement mortar (For thickness of tiles above 25mm and up to 40mm),m2,sqm,115.48,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.25,Dismantling stone slab flooring laid in cement mortar,m2,sqm,271.69,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.27,Demolishing mud phaska in terracing,m3,cum,931.94,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.28.1,"Dismantling roofing including ridges, hips, valleys and gutters etc. (G.S. Sheet)",m2,sqm,168.15,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.28.2,"Dismantling roofing including ridges, hips, valleys and gutters etc. (Asbestos Cement sheet)",m2,sqm,78.82,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.29,Dismantling stone slab roofing over wooden karries or R.C.C. battens,m3,cum,2717.15,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.3,Demolishing R.C.C. work manually/ by mechanical means,m3,cum,3238.68,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.30,Dismantling jack arch roofing and floors,m2,sqm,258.9,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.31,"Dismantling tiled roofing with battens, boarding etc. complete",m2,sqm,214.09,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.32,"Demolishing thatch roofing including mats, bamboo, jaffari etc.",m2,sqm,58.92,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.33,Dismantling wooden ballies in posts and struts,m,metre,21.39,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.34.2,"Dismantling and stacking, fencing posts or struts (R.C.C.)",item,each,253.23,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.35,Cutting ballies or wooden posts of fencing,item,each,14.59,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.36,Dismantling barbed wire or flexible wire rope in fencing,t,kg,0.0375,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.37,Dismantling wooden trellis work excluding frames,m2,sqm,66.15,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.38,Dismantling expanded metal or I.R.C. fabrics,m2,sqm,77.28,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
