country,material,month,unit,price,currency,frequency,source_url,is_placeholder,provenance_note,replace_with
IN,ready_mix_concrete,2024-12,index (2022-23 = 100),102.9,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2025-01,index (2022-23 = 100),104.7,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2025-02,index (2022-23 = 100),103.8,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2025-03,index (2022-23 = 100),103.8,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2025-04,index (2022-23 = 100),105.4,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2025-05,index (2022-23 = 100),104.8,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2025-06,index (2022-23 = 100),105.8,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2025-07,index (2022-23 = 100),104.3,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2025-08,index (2022-23 = 100),103.8,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2025-09,index (2022-23 = 100),105.0,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2025-10,index (2022-23 = 100),104.2,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2025-11,index (2022-23 = 100),105.0,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2025-12,index (2022-23 = 100),103.5,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2026-01,index (2022-23 = 100),101.9,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2026-02,index (2022-23 = 100),104.0,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2026-03,index (2022-23 = 100),105.3,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2026-04,index (2022-23 = 100),106.7,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2026-05,index (2022-23 = 100),105.8,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2026-06,index (2022-23 = 100),107.9,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2026-07,index (2022-23 = 100),109.5,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
